screen_name,name,location,bio,tweet,he/him,she/her,they/them,it/its,xe/xem,ze/zir
munkzop,S҉e҉e҉ ҉t҉h҉e҉ ҉h҉o҉r҉s҉e҉ ҉g҉e҉t҉s҉ ҉i҉t҉,,"M.Jarvis _______
Shape 🌐
Texture 🥜
Peace✌","RT @paleoteny: yeah i support LGBT
Lesbian
Gay
Bitches
Transgender",no,no,no,no,no,no
S3LF_MAD3_WOMAN,Jadis (the Self-Made Woman) Argiope 🌺,"Sea of Tranquility, Lun","Self-Made Woman*
 
✦ Heterodox member of the LGBT+
✦ Random Tweets of Politics and Satire
✦ Pronouns: They're/Gr-r-reat!

*some assembly required.","I just saw Jojo Rabbit. It's a sweet film, but falls short of expectations. The studio missed the mark yet again by… https://t.co/LqrupMGN8g",no,no,yes,no,no,no
xTatianaMarie,"Tatiana Vera, Ph.D?",Teachers College,"Latina Ph.D. student at @Columbia University in the Department of Clinical/Counseling/Applied Psychology 👩🏻‍🏫.
.
Grateful for #AcademicTwitter.","RT @BriannaABaker: My lab (@TCintersections) is conducting a study on transgender, nonbinary, genderqueer, or other gender minority people’…",no,no,no,no,no,no
shananaomi,shana,los angeles,how can i write a holy litany in your silly mood? digital director @EW & Schitt’s Creek podcast host. mrs. @yayponies. she/hers. these tweets are all mine.,"RT @noahmichelson: If we want to help trans people, we need to:

1) listen to them when they tell us what would make their lives better 2)…",no,yes,no,no,no,no
SonOfPyrrah,Son of Pyrrah,Xadia,"Hi! I'm dragonkin/fictionkin, as the username suggests I was Pyrrah's (The Dragon Prince) hatchling. I'm using this Twitter as a journal p much. they/he, 27","RT @flagpossum: transgender non-otherkin should NOT mock otherkin. we're all born in the wrong body and have issues with that, and we just…",yes,no,yes,no,no,no
larsen_project,C. Larsen (ORCS! ORCS! ORCS! ORCS!),"Philadelphia, PA","Philly Cartoonist and Illustrator. #beastmode she/them | Rep. @JessicaMileo, @Inkwellmgmt | c.larsen@thelarsenproject.com for serious! illustration inquiries.","You can find some details about PA's anti trans bill here: https://t.co/H1zzfoDG9M

I've found, when calling (for a… https://t.co/ew4JTBKyww",no,yes,no,no,no,no
kaeldoom,"Kaeldoom, modo inspetor Zenigata","Leite Condensado, Leitinho","Memes merda e muito conteúdo fora de contexto. Sou Não-Dinossauro

Idade: 22
🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘
Pronomes: vaisefuder/noinferno",RT @BuckAngel: Non-dysphoric transgender is a fraud! Trans means you are dysphoric. What the hell is going on? Soon the definition of gay w…,no,no,no,no,no,no
terry_nuss,Terry Nuss,,,"RT @CBSNews: WATCH: The mother of a transgender son gave an emotional speech, urging Texas lawmakers not to pass bill that would classify s…",no,no,no,no,no,no
EatFcukSkydive,BASE 53,,"Respect Existence or Expect  Resistance.
                                 
         🇺🇸🏴󠁧󠁢󠁳󠁣󠁴󠁿🇮🇪","RT @CBSNews: WATCH: In a year with a record number of bills targeting transgender kids and teens, these young activists in Texas are taking…",no,no,no,no,no,no
Dr_AnnieM13,Annie M,,Still working on my dissertation; I will conquer you yet! 🤪🤣. INFP. Love creative arts and arts & crafts. Uniquely me. She/Her.,"RT @ACLU: There are also bills that would allow people to turn away transgender people from medical care, businesses, and more.
https://t.c…",no,yes,no,no,no,no
peterwr77,PIOTR WRÓBLEWSKI,,,New post (Spicer: Transgender bathrooms a state issue) has been published on News and Information -… https://t.co/NXIPIWws1Q,no,no,no,no,no,no
247Lush,Jillian Anderson🏳️‍🌈 击☂️✊🏽✊🏾✊🏿,"Carlsbad, CA","Not your typical liberal mom. Total History Nerd. ❤️ baseball, 🎶 is life, = rights for all, I see dead people, #BlackLivesMatter, She/Her ✊🏽✊🏾✊🏿⚾️🤘👻🏳️‍🌈","RT @MomsDemand: Two transgender women were shot and killed inside hotel rooms in Charlotte, North Carolina over the past few days—Jaida Pet…",no,yes,no,no,no,no
Dr_AnnieM13,Annie M,,Still working on my dissertation; I will conquer you yet! 🤪🤣. INFP. Love creative arts and arts & crafts. Uniquely me. She/Her.,"RT @ACLU: Some of these bills aim to ban trans youth from sports teams — particularly transgender women and girls — in spite of coaches, NC…",no,yes,no,no,no,no
javoegs,javoegs,,,"RT @MomsDemand: Two transgender women were shot and killed inside hotel rooms in Charlotte, North Carolina over the past few days—Jaida Pet…",no,no,no,no,no,no
CrankyOldBats2,Coffee Creamer; KEEP Wearing That #&@%ing Mask,DC Swampburbs,Cats | BLM | Cats | Good Food /Fine Wine | Cats | NatSec/FP | Cat Armor Aficionado | She/Her | #ERA before I die | Who's hoarding all the little black pills?,"RT @ByChipBrownlee: Charlotte officials issued a ""dire warning"" Thursday that someone may be targeting transgender women. Two trans women h…",no,yes,no,no,no,no
kstanley42,"Katie, Audio Lupine // SilentWolf","Florida, USA","Hey! I'm an audio peep who plays with sound waves and voice acts. Editor/Producer for @LaughablyE, Sound Designer for @ShootingFangs. 24, She/Her.","RT @nqs_podcast: We want queer and/or POC VAs to be apart of casting call for Not Quite Saints!!! 

Some of our characters: 

Elliot Butler…",no,yes,no,no,no,no
kenterainbow,Theresa Christian,"Seattle, WA","Pronouns She/Her, Black Social Worker (MSW), License Independent Clinical Social Worker (LICSW), Mental Health, BlackLivesMatters, SayHerName","RT @MomsDemand: Two transgender women were shot and killed inside hotel rooms in Charlotte, North Carolina over the past few days—Jaida Pet…",no,yes,no,no,no,no
juzalfc,Justin,Republic of Liverpool,"Come for the rare good tweet. Stay for the football shirts, FPL, Simpsons references & questionable takes about football, wrestling, or whatever. (He/Him)",RT @BritishAOC: Rosie Duffield is a strong voice for women! Unless you are transgender and/or a sex worker 😀😀 https://t.co/E4WPajLa6s,yes,no,no,no,no,no
EllieElliott123,Ellie Elliott,"Elliott Town, PA","Truth, Justice, and what I thought was The American Way",RT @strangehorizons: Writers and poets! We're looking for transgender- and Southeast Asian-centering stories &amp; poems for specials this year…,no,no,no,no,no,no
that_mean_fish,Elky Chocolate,,Retweets and likes. she/her,"RT @WilliamsPolicy: Our new study finds 45,000 transgender youth are at risk of losing access to gender-affirming care because of proposed…",no,yes,no,no,no,no
TideKeeperZC,TideKeeper,,"I draw stuff.

Now accepting commissions!  Message me for details!♥ 

FFXIV Server: 🐢","RT @AlexPetrovnia: To check updated legislation in your state please use this tracker!:

https://t.co/QBvqZWhqfp",no,no,no,no,no,no
MapleSully,Maple Syrup,"Chicago, IL",AnCom | Jewish | Trans Woman | Punk | They/She | BLM,RT @SerenaSonoma: Yet corporate continues to watch and largely fund states as anti-trans lawmakers traumatize and pervert the bodies of tra…,no,yes,yes,no,no,no
cacarusoo,Catherine Caruso 🔮,"Emmaus, Pennsylvania","Freelance Writer | Bylines @Medium, @HealthDigestUS, @LiberalCurrents, @Offcultured, @GlblCtzn | @SyracuseU Alum | 🏳️‍🌈 | catherineann.caruso@gmail.com",RT @cacarusoo: Pennsylvania's Fairness in Women’s Sports Act is a solution in search of a problem. Women’s sports and cis athletes don’t ne…,no,no,no,no,no,no
lucaelum,luc 💖 먹구름,,lucas/luc ☆ ‘96 ☆ he/him ☆ today’s concept was a crazy man and i think i’ve done better than i thought 🐸 @gateoftheabyss 🐸 @sageances 🐸,shaving your own head while wearing only a binder is VERY transgender,yes,no,no,no,no,no
PersistingIAm,Persisting to hold them all accountable,"Massachusetts, USA","Feminist killjoy. She/her. Let’s not destroy the planet, ok? #StopAsianHate #BlackLivesMatter, #DefundPolice, #AbolishICE, #CloseTheCamps, #WarrenDemocrat","RT @MomsDemand: Two transgender women were shot and killed inside hotel rooms in Charlotte, North Carolina over the past few days—Jaida Pet…",no,yes,no,no,no,no
Lucaluca2991,Lewka,United States,"Yes, I am a furry with a ballbusting fetish, female domination and all that.  History and Geography student

Also I am an intactivist
-
Wolf boy with foreskin",@ScreamyKarim Well I was homeless for three years.  I'm a furry. I was just pointing out the fact I met a lot of ho… https://t.co/kFVAM4LX9i,no,no,no,no,no,no
hullfair,isabelle tracy,Kingston-upon-Hull,"tells stories in Hull.

Work as if you live in the early days of a better world.","RT @DonovanCleckley: Children being seen as “transgender” at younger and younger ages, also treated with puberty blockers, means that cases…",no,no,no,no,no,no
carmenBwifemom,Kamala The Last Airbender Harris,,Proud Democrat restore the Voting Rights Act/abolish the second amendment!!!🗣flip the senate!!! Hillary was the revolution you stupid motherfuckers!,"RT @MomsDemand: Two transgender women were shot and killed inside hotel rooms in Charlotte, North Carolina over the past few days—Jaida Pet…",no,no,no,no,no,no
SocEntLive,SocialEnterpriseLive,Wherever you are.,"#SocialEnterprise news made by you. Pls note: We retweet the Hashtag #SocEnt, we don't share all opinions. Founded by @alexskraemer.",RT @spane_org: A path out of homelessness: Learning the art of cooking: https://t.co/32cxYxYF3X courtesy of @LADFNewMarkets #socent #impinv,no,no,no,no,no,no
esjayXX,RealDyke=Adult Human Female♀️♀️🟥,I wish I was in Cornwall.,"Bad feminist, even worse socialist. Kittens; maps; dismantling the imperialist, white-supremacist, heteronormative, capitalist patriarchy. Gardening.","RT @jo_bartosch: Dear fellow journos. Please stop saying ‘transgender children.’ Having ‘gender dysphoria’ does not mean a child, or indeed…",no,no,no,no,no,no
Stella25671,Helena Stella Boyd,,,"@umrami @kirstiealley He is doing so good is job. He can’t speak without teleprompter, he close jobs, he sent back… https://t.co/yytAeqOPx8",no,no,no,no,no,no
SassyGrace16,SassyGrace,"New Mexico, USA",,RT @staceys5551: Can someone please explain to me the house bill 1457 that was passed in Florida yesterday?? Transgender and any female CHI…,no,no,no,no,no,no
KathyHoldshope,Kathy Huffman,,#RESIST #KEEPKRATOMLEGAL #WATERISLIFE #FreeRealityWinner,"RT @MomsDemand: Two transgender women were shot and killed inside hotel rooms in Charlotte, North Carolina over the past few days—Jaida Pet…",no,no,no,no,no,no
StarkerSusan,Susan Starker,,#twitteranimals,"RT @MomsDemand: Two transgender women were shot and killed inside hotel rooms in Charlotte, North Carolina over the past few days—Jaida Pet…",no,no,no,no,no,no
SerenaSonoma,Serena Sonoma,"Raleigh, NC — she/they ","Communications Coordinator, Regional Media Lead @GLAAD • Words in them, Out, VICE, Teen Vogue, Vox, and more. • Member of @TransJA • ssonoma@glaad.org",Yet corporate continues to watch and largely fund states as anti-trans lawmakers traumatize and pervert the bodies… https://t.co/FosQdh4zYJ,no,yes,yes,no,no,no
kokanekreutzer,Kathy Kreutzer,"Richmond, VA","Reader, Medical Educator, Musician, Arts Supporter, Nature Lover. Learning. Tweets represent my own opinions.","RT @JustinBrannan: I'm lucky to know @pwcdanica. You should get to know her, too. 

https://t.co/bdxaeZxZyZ",no,no,no,no,no,no
seekerj2,seekerj,United States,"art, jokes, pratfalls and animal tweets. 
quit drinking, kept smoking. sims 4 civ 5.",RT @staceys5551: Can someone please explain to me the house bill 1457 that was passed in Florida yesterday?? Transgender and any female CHI…,no,no,no,no,no,no
poedameruns,ghost of calum,ACAB 🏳️‍🌈🏳️‍⚧️♍️| 📍naarm,二十四歳 ♡ they/them ♡ father of 🐀🐀🐀🐈‍⬛🐈‍⬛♡ mi amor @sweetbuns__ ♡ white on stolen land ♡ no minors thnx,"RT @MomsDemand: Two transgender women were shot and killed inside hotel rooms in Charlotte, North Carolina over the past few days—Jaida Pet…",no,no,yes,no,no,no
carrie_mmm,Carrie M,,high-quality person,"RT @ByChipBrownlee: Charlotte officials issued a ""dire warning"" Thursday that someone may be targeting transgender women. Two trans women h…",no,no,no,no,no,no
deleecate,Sαm,,"oh god
she/her nby",RT @wallpacapaca: Hi this is blowing up more than I expected but hi I'm a jewish transgender artist out of a job because of the quarantine…,no,yes,no,no,no,no
lNotes4935,LeXi,,,"RT @CBSNews: WATCH: In a year with a record number of bills targeting transgender kids and teens, these young activists in Texas are taking…",no,no,no,no,no,no
ExpatIslander,@IslandEscape,"North Head Grand Manan, NB",,"RT @MomsDemand: Two transgender women were shot and killed inside hotel rooms in Charlotte, North Carolina over the past few days—Jaida Pet…",no,no,no,no,no,no
bagsmanbrewster,RB24,"England, United Kingdom","#blacklivesmatter Liverpool,u18 and u23s .socialist 17",RT @BritishAOC: Rosie Duffield is a strong voice for women! Unless you are transgender and/or a sex worker 😀😀 https://t.co/E4WPajLa6s,no,no,no,no,no,no
kenkircher1,Is this America? 💔 🐱 🛶 🚭 🌊,Just out of Sorts,"Lost wife & best friend, Emily, 11/19/2017.
Blue. Gunsense. BLM. BDS.
Repulsed by hatred, bigotry and the Republican war against democracy itself!
🖐
Vote Blue!","RT @CBSNews: WATCH: In a year with a record number of bills targeting transgender kids and teens, these young activists in Texas are taking…",no,no,no,no,no,no
BiddyCrypto,Crypto₿iddy,Babylon ,Crypto Fangirl,RT @K_IngalaSmith: Tell me again that there is no clash between implementing policy based on transgender ideology and women’s ax based righ…,no,no,no,no,no,no
AnnaDumiczArt,Anna Dumicz,England/worldwide,Graduate of the Academy of Fine Arts in St. Petersburg and Warsaw. Tutored by Prof Jan Tarasin (painting) and Prof Gustaw Zemla (sculpture).,"RT @renaissancezoee: 42% of transgender ""women"" have HIV
62% of Black transgender ""women"" have HIV

https://t.co/jlUPqincdA",no,no,no,no,no,no
kikaseoul,mars,CBYF!,stream around you she/they,"RT @HinakoriThinks: dont  donate  to  https://t.co/F8kQwyxkkK,  just  sign. https://t.co/J2U66tmXWD",no,yes,yes,no,no,no
scorpiess93,PLEASE RETWEET,,#Resist,RT @staceys5551: Can someone please explain to me the house bill 1457 that was passed in Florida yesterday?? Transgender and any female CHI…,no,no,no,no,no,no
RealMagnetick,Magnetick🐲,Maggie,😈🦆a magistrate of madness ⚧ monster hunter twinkhon 🐲 society? were livin in it 🃏 bags under eyes gang 👁👁 check out @MagnetickArt too pls,they look like rainbow vomit and idiots just assume i like them because im transgender,no,no,no,yes,no,no
fdastous,Frédéric D'Astous,Montérégie Qc,Sociologue / Prof. / #Stigma #SansAbri #Intersectionality #HarmReduction #Homeless #Inégalité #DroitsHumains / Tweets perso / Mention RT ≠ approbation,NCAA Says It “Firmly &amp; Unequivocally” Supports Transgender Athletes https://t.co/I9flhc4NLi via @TheMarySue,no,no,no,no,no,no
mark14907,Mark Thompson,London,It's just so totally #cool being #alive and being above ground.. check out my #news,NCAA may pull championships from states barring transgender women in sports – WISH-TV | Indianapolis News | Indiana… https://t.co/9AfaYcntTN,no,no,no,yes,no,no
notorioushilary,Vote Roundabout ✊ Hilary,🌊,"zombie mermaid,unprofessional biologist+ art lover+news junkie+ chapstick connoisseur+ Psaki stan (credit for profile photo:Amy Judd)","RT @CBSNews: WATCH: In a year with a record number of bills targeting transgender kids and teens, these young activists in Texas are taking…",no,no,no,no,no,no
monarchyst,mAI ✨,,I Am  💕,"RT @renaissancezoee: 42% of transgender ""women"" have HIV
62% of Black transgender ""women"" have HIV

https://t.co/jlUPqincdA",no,no,no,no,no,no
_bikimseokjin,kiwi 🥝,he/him they/them,"bikimseokjin in Twitter Void 😢
25yo","RT @EllieNoctisPh: Mutual Aid Request:
#TransCrowdFund Black Transgender Woman in need of help to continue with her hormone treatment this…",yes,no,yes,no,no,no
renaissancezoee,Zoe⚜️,,"A spectator of the decadence ball. Aurea mediocritas! 
IG: renaissancezoeee","RT @renaissancezoee: 42% of transgender ""women"" have HIV
62% of Black transgender ""women"" have HIV

https://t.co/jlUPqincdA",no,no,no,no,no,no
RachelW32140763,Rachel Washington,UK,,RT @K_IngalaSmith: Tell me again that there is no clash between implementing policy based on transgender ideology and women’s ax based righ…,no,no,no,no,no,no
miakkamisfit57,miakkamisfit57,,"Retired, left leaning democrat",Florida has a new transgender sports ban that allows for AND requires an examination of children’s genitalia. They… https://t.co/LZXejbKOcJ,no,no,no,no,no,no
HinderTrump,AdvocateForBiden,"Florida, USA",American #TheRESISTANCE #WeDidIt #IMPEACHED45x2 #VOTEblue #WearYourDamnMask #KeepFamiliesTogether #AccountabilityThenUnity #FuckTheNRA #BlackLivesMatter #FBR,RT @staceys5551: Can someone please explain to me the house bill 1457 that was passed in Florida yesterday?? Transgender and any female CHI…,no,no,no,no,no,no
LoveBCCanada,@🇨🇦🍁🇨🇦 Bird on a Wire,BC,"She/Her   Social Democrat  NDP  UBI   #endforprofitLTC
#resistance, #endpriviledge, 😷
#BLM   #ILM
No Magas unless Deprogrammed.","RT @MomsDemand: Two transgender women were shot and killed inside hotel rooms in Charlotte, North Carolina over the past few days—Jaida Pet…",no,yes,no,no,no,no
DionysusLondon,Dionysus in London 🍇🍷📚,,Woman,RT @Belstaffie: ACTION: Please sign this petition and retweet it. Children LABELLED as “transgender” NEED protecting from a lifetime of med…,no,no,no,no,no,no
PortlandStems,"PORTLAND STEMS, AS IN BRITISH COLUMBIA","PORTLAND ISLAND, BC",TOTALLY REAL WOMEN'S HOCKEY TEAM COMPETING REAL HARD IN THE @NARWHALHKY #NOSTICKS #NEVERMAINE,"RT @ByChipBrownlee: Charlotte officials issued a ""dire warning"" Thursday that someone may be targeting transgender women. Two trans women h…",no,no,no,no,no,no
jesibe,"James Braswell, PhD","North Carolina, USA","Pastor, Counselor, Adjunct Professor, Husband, father, grandfather, great grandfather. Lutheran pastor for last 35 years. PLEASE no DMs",RT @staceys5551: Can someone please explain to me the house bill 1457 that was passed in Florida yesterday?? Transgender and any female CHI…,no,no,no,no,no,no
MLRpgh,Missy,"Pgh, PA",Raised by Republicans! Works hard for a small business. TRUMP 2020!🇺🇸🗽✝️,RT @RealMattCouch: ‘FAIRNESS IN WOMEN’S SPORTS ACT’ BILL PASSES IN FLORIDA​ 70-44 BANNING TRANSGENDER FEMALE ATHLETES FROM COMPETING WITH W…,no,no,no,no,no,no
Quarbarian2,Q 🖤 They/Them,"Los Angeles, CA","Unknown Q not QAnon, that other guy is a knockoff. 26. Queer. Leftist. Shit Poster.","RT @ByChipBrownlee: Charlotte officials issued a ""dire warning"" Thursday that someone may be targeting transgender women. Two trans women h…",no,no,no,no,no,no
monarchyst,mAI ✨,,I Am  💕,"@theblaze 2022: Transgender Singer, Demo Lovato cut off his tits in order to free himself of 'gender and sexuality… https://t.co/AvV0UL0Jpa",no,no,no,no,no,no
swift_speedy,swift speedy,"North Korea, The Moon",hello i am fast fast |Expert retweet and liker| Pro competitive retweeter| I barely interact or make my own tweets because being social is scary| Welcome :D,"RT @ByChipBrownlee: Charlotte officials issued a ""dire warning"" Thursday that someone may be targeting transgender women. Two trans women h…",no,no,no,no,no,no
CroneRiffic,Crone-a-riffic,,🇺🇸🇨🇺🏳️‍🌈 Artivist (no DM’s) views mine. “Castrate” is an excellent metaphor. #Feminsm #BLM #expelallseditionists #AccountabilityBeforeUnity #HR1,RT @LqLana: Danica Roem is the 1st out-and-seated transgender state legislator unseating the self-described “chief homophobe”. She’s helped…,no,no,no,no,no,no
K8yden2,Happi Boi,"Atlanta, GA","I’m just tryna live bro, I’m probably listening to J Cole and cleaning right now. (He/Him)",RT @mark_w21: @jeffvandermeer “Transgender people are too weak for the military but too strong for sports” - republicans.,yes,no,no,no,no,no
gran_baniano,gran baniano (they/them),"Philadelphia, PA",plural | multiple ; trans | genderqueer | gender-fluid | gender-flux | non-binary; queer | sexually fluid | bi+ ; multiracial | multiethnic; neurodivergent,RT @JamesIntrocaso: At least 24 states have introduced antitrans legislation that targets kids. Fucking monsters. Donate and volunteer with…,no,no,no,no,no,no
3amCircus,Taty⁷🌵,,"-ALL BLACK LIVES MATTER
-Future Counselor 🧠
-She/Her
(23)","RT @EllieNoctisPh: Mutual Aid Request:
#TransCrowdFund Black Transgender Woman in need of help to continue with her hormone treatment this…",no,yes,no,no,no,no
M0VE_ing,#⚓️,5hinee,"dion, professional taemin enjoyer -he/they","RT @EllieNoctisPh: Mutual Aid Request:
#TransCrowdFund Black Transgender Woman in need of help to continue with her hormone treatment this…",yes,no,yes,no,no,no
kinnehan,Ari 'Squirrels Rule',Michigan,"Writer, OBOD, CR - Progressive, humanist. #GOODTROUBLE Dogs. Nature. Animals. Truth in journalism. Master Gardener. Michigan native.  
he/him
 I follow back.","RT @MomsDemand: Two transgender women were shot and killed inside hotel rooms in Charlotte, North Carolina over the past few days—Jaida Pet…",yes,no,no,no,no,no
mjacob9203,Michelle,,Wife and Mother.. Pissed off white college educated woman! #Resist #AdoptDontShop,"RT @MomsDemand: Two transgender women were shot and killed inside hotel rooms in Charlotte, North Carolina over the past few days—Jaida Pet…",no,no,no,no,no,no
DorisMoonlight,Doris Vazquez,Honeymoon ãve.,🌼,RT @selenagomez: Great news! 🌈❤️ https://t.co/Jh7bFMEAW6,no,no,no,no,no,no
dospeaksensibly,George,,"Adoptive parent, therapist with stroke survivors. Be proud of who you are, but no more denial of sex. Single sex space is sacrosanct.","@ImWatson91 @BluskyeAllison https://t.co/x9l6u7l1AH

No hormone treatment, no surgery, no GRC: 15 years for rape wi… https://t.co/2M1MzqsCjo",no,no,no,no,no,no
SneakySalvator,Yung Gravy simp,Hell,"Lars / Larissa / Vara / Varanus
White, 18, Any pronouns,
Creator of the paleoart prompt generator.","RT @WilliamsPolicy: Our new study finds 45,000 transgender youth are at risk of losing access to gender-affirming care because of proposed…",no,no,no,no,no,no
SamColl12121,Sam Collins,"Heath, OH",,@KatyMontgomerie Love you Katy. You have helped me get to a better place being a transgender woman. There are peopl… https://t.co/pZ4DjxTGBe,no,no,no,no,no,no
lunaCy114514,none,,sleepy n sad and not a femboy,@ImWatson91 @OurDutyGrp Lmao tell that to me an asian biological male shamed and traumatized for being feminine or… https://t.co/Mk4CG4NDtO,no,no,no,no,no,no
BaronVonChop,Baron Von Chop,"Berkeley, CA","Slayer of orcs, maker of pancakes, chopper of onions. he/him. 30's. Co-host of @DoctorWatcher podcast, where @kage23 watches Doctor Who and tells me about it.",RT @AidanCTweets: You'll hear a story about a Canadian father being jailed for not accepting his transgender child. False. He was jailed be…,yes,no,no,yes,no,no
PayBlkTrnsWomen,Pay Black Trans Women,,Direct giving makes the most impact. #Reparations #BlackTransCrowdFund #TransCrowdFund #BlackTransLivesMatter,"RT @EllieNoctisPh: Mutual Aid Request:
#TransCrowdFund Black Transgender Woman in need of help to continue with her hormone treatment this…",no,no,no,no,no,no
b3gaydocrime,milo ☭ 🔻 🏳️‍🌈,horny jail,"milo! • they/them • @NekooZoey sucks my dick • queer, polyam • leftist, mostly follows ideals of angela davis and a lil marx • blm • acab • eat ur veggies kids",RT @gaybugfeet: transgender pussy got me leaving her surgeon with a 5 star Yelp review,no,no,yes,no,no,no
